order_id,order_date,supplier_id,product_id,category,region,quantity_ordered,unit_cost,promised_lead_time_days,actual_lead_time_days,defect_rate_pct,stock_on_hand,avg_daily_demand,demand_std_dev,reorder_point
ORD_000228,2023-07-04,SUP_014,PRD_0073,Industrial,East,289,137.22,13,13,6.1,149,3.0,1.48,87
ORD_000229,2023-04-21,SUP_013,PRD_0051,Pharma,East,266,153.89,4,8,3.39,823,6.8,8.28,177
ORD_000230,2023-03-20,SUP_002,PRD_0066,Apparel,South,284,66.7,11,10,4.69,1330,41.5,1.46,198
ORD_000231,2023-08-12,SUP_002,PRD_0056,Electronics,West,38,63.24,10,9,5.93,359,8.9,10.76,199
ORD_000232,2023-01-06,SUP_006,PRD_0067,Pharma,East,95,75.63,8,9,6.0,550,44.5,2.21,27
ORD_000233,2023-06-21,SUP_002,PRD_0034,Pharma,North,264,92.13,16,16,2.88,1023,51.8,2.92,60
ORD_000234,2023-05-11,SUP_011,PRD_0093,Electronics,South,270,2.51,6,10,6.87,25,16.2,7.34,118
ORD_000235,2023-03-18,SUP_014,PRD_0005,Pharma,West,124,65.72,8,12,3.33,1475,20.6,12.48,166
ORD_000236,2023-07-10,SUP_015,PRD_0007,Apparel,South,274,196.32,6,7,7.63,141,52.9,13.06,99
ORD_000237,2023-06-17,SUP_001,PRD_0048,Apparel,East,298,157.33,5,6,5.92,496,28.9,9.08,146
ORD_000238,2023-04-11,SUP_004,PRD_0020,Electronics,West,22,48.13,20,22,2.77,1420,52.9,14.29,20
ORD_000239,2023-12-03,SUP_012,PRD_0040,Electronics,South,281,196.66,15,19,3.36,122,58.4,2.56,91
ORD_000240,2023-02-17,SUP_015,PRD_0067,Industrial,East,244,194.96,4,8,0.68,195,31.3,9.74,120
ORD_000241,2023-02-08,SUP_007,PRD_0085,Apparel,South,159,53.68,21,22,2.52,804,42.6,11.16,101
ORD_000242,2023-08-20,SUP_004,PRD_0018,Pharma,North,89,22.92,11,11,3.6,643,25.6,8.27,73
ORD_000243,2023-08-20,SUP_014,PRD_0016,Electronics,South,165,165.62,12,13,5.58,82,14.5,12.92,57
ORD_000244,2023-02-16,SUP_007,PRD_0066,Electronics,East,143,164.38,10,17,1.39,828,51.6,8.56,160
ORD_000245,2023-05-08,SUP_013,PRD_0018,Electronics,North,41,166.41,6,7,7.86,267,13.5,6.31,195
ORD_000246,2023-11-19,SUP_005,PRD_0010,Electronics,North,111,180.69,5,6,3.55,263,7.3,12.79,104
ORD_000247,2023-03-04,SUP_001,PRD_0022,Pharma,West,212,100.23,4,8,3.06,873,12.0,3.61,67
ORD_000248,2023-05-21,SUP_003,PRD_0005,Pharma,Central,135,130.16,11,12,3.99,1127,29.8,1.77,118
ORD_000249,2023-03-12,SUP_015,PRD_0068,Apparel,Central,19,197.9,16,16,6.26,735,29.8,11.83,108
ORD_000250,2023-10-17,SUP_005,PRD_0024,Electronics,East,122,7.8,19,19,6.49,575,5.4,14.88,155
ORD_000251,2023-07-03,SUP_003,PRD_0013,Apparel,South,146,107.67,21,28,6.33,114,46.3,14.24,167
ORD_000252,2023-07-18,SUP_014,PRD_0023,Apparel,South,172,161.63,14,18,5.58,1211,3.6,10.66,165
ORD_000253,2023-10-16,SUP_004,PRD_0064,Pharma,East,99,99.11,7,8,0.72,476,36.9,0.79,142
ORD_000254,2023-01-01,SUP_004,PRD_0017,FMCG,South,175,13.79,13,17,1.18,1443,55.2,11.73,154
ORD_000255,2023-07-06,SUP_011,PRD_0051,Pharma,North,182,61.75,5,5,1.09,322,44.5,6.83,183
ORD_000256,2023-09-07,SUP_009,PRD_0089,Pharma,East,124,133.78,13,13,6.52,774,19.8,10.48,52
ORD_000257,2023-04-01,SUP_010,PRD_0051,Pharma,North,103,121.27,3,10,7.37,1252,14.8,8.7,147
ORD_000258,2023-03-14,SUP_004,PRD_0045,FMCG,South,55,164.69,13,15,5.36,1493,53.4,6.98,87
ORD_000259,2023-04-18,SUP_006,PRD_0033,Electronics,North,34,78.42,10,12,5.86,340,53.3,7.65,116
ORD_000260,2023-06-29,SUP_014,PRD_0062,Pharma,South,93,91.35,20,20,6.39,68,19.1,5.12,46
ORD_000261,2023-02-07,SUP_007,PRD_0021,Electronics,Central,57,68.91,13,13,7.88,988,42.9,6.75,187
ORD_000262,2023-03-26,SUP_002,PRD_0043,Apparel,South,219,140.04,16,16,5.78,1494,33.3,10.08,96
ORD_000263,2023-05-02,SUP_010,PRD_0071,Industrial,South,37,73.44,6,5,3.42,603,49.8,9.56,142
ORD_000264,2023-04-13,SUP_003,PRD_0082,FMCG,North,252,169.07,6,5,2.47,814,29.3,13.48,87
ORD_000265,2023-02-16,SUP_006,PRD_0049,FMCG,South,238,10.83,20,20,3.52,539,15.1,4.39,35
ORD_000266,2023-03-19,SUP_006,PRD_0070,Industrial,Central,126,111.61,6,5,6.73,1070,26.3,8.26,141
ORD_000267,2023-10-21,SUP_002,PRD_0051,Electronics,Central,274,160.49,10,11,5.42,1270,10.6,14.26,134
ORD_000268,2023-03-30,SUP_013,PRD_0025,Apparel,North,226,17.52,8,15,5.47,413,59.8,9.59,172
ORD_000269,2023-05-13,SUP_015,PRD_0009,Electronics,West,294,80.68,13,17,2.61,565,32.1,13.8,23
ORD_000270,2023-12-25,SUP_007,PRD_0015,Industrial,South,85,114.19,21,22,4.66,205,55.6,8.66,45
ORD_000271,2023-05-27,SUP_015,PRD_0053,FMCG,West,258,115.26,20,24,3.78,352,18.0,2.59,175
ORD_000272,2023-12-15,SUP_015,PRD_0043,Apparel,North,253,184.33,15,14,7.18,41,21.6,12.01,99
ORD_000273,2023-05-24,SUP_011,PRD_0013,Apparel,South,163,194.9,18,22,3.54,657,17.6,6.54,185
ORD_000274,2023-02-15,SUP_015,PRD_0053,Industrial,Central,201,164.56,9,9,4.12,325,5.8,10.79,123
ORD_000275,2023-03-11,SUP_001,PRD_0023,Apparel,South,39,51.4,19,23,3.65,738,42.9,4.47,138
ORD_000276,2023-09-16,SUP_002,PRD_0088,Electronics,South,200,98.78,15,16,3.57,971,36.0,5.57,61
ORD_000277,2023-05-13,SUP_007,PRD_0007,Apparel,Central,119,171.71,5,5,5.18,1387,14.0,9.95,151
ORD_000278,2023-01-11,SUP_003,PRD_0083,Apparel,Central,14,46.31,3,4,4.87,625,43.3,10.79,90
ORD_000279,2023-08-05,SUP_008,PRD_0033,Apparel,West,164,136.08,15,19,6.59,813,35.9,0.61,189
ORD_000280,2023-07-11,SUP_010,PRD_0037,FMCG,North,256,14.64,20,21,7.91,1311,20.9,4.51,187
ORD_000281,2023-12-31,SUP_009,PRD_0098,Apparel,North,216,132.79,12,12,5.45,1477,3.5,7.71,95
ORD_000282,2023-05-13,SUP_012,PRD_0005,Pharma,Central,107,69.95,16,16,5.71,1405,33.0,11.88,191
ORD_000283,2023-07-03,SUP_003,PRD_0085,Pharma,South,160,21.33,19,19,1.02,529,44.1,8.61,66
ORD_000284,2023-12-15,SUP_004,PRD_0046,Apparel,East,225,158.04,13,14,2.65,533,36.0,7.22,50
ORD_000285,2023-08-29,SUP_010,PRD_0075,Pharma,North,251,178.11,4,8,4.0,1394,24.1,4.83,33
ORD_000286,2023-03-19,SUP_006,PRD_0053,Pharma,West,83,64.64,7,14,5.73,165,30.3,9.65,65
ORD_000287,2023-06-10,SUP_005,PRD_0027,Apparel,Central,91,98.94,4,3,6.11,180,9.5,6.79,129
ORD_000288,2023-07-26,SUP_007,PRD_0001,Electronics,Central,112,146.67,16,23,7.6,659,45.9,8.2,24
ORD_000289,2023-12-13,SUP_004,PRD_0029,FMCG,East,76,22.34,3,4,4.03,626,11.7,12.45,96
ORD_000290,2023-05-29,SUP_010,PRD_0068,FMCG,West,78,69.86,17,19,7.21,735,45.5,2.89,123
ORD_000291,2023-01-10,SUP_003,PRD_0028,Electronics,Central,268,35.46,10,10,2.93,1332,47.9,5.94,183
ORD_000292,2023-05-11,SUP_010,PRD_0007,Electronics,North,34,138.57,20,21,3.33,778,9.2,4.16,199
ORD_000293,2023-03-20,SUP_011,PRD_0002,FMCG,West,61,133.17,9,11,2.16,1240,42.6,6.57,46
ORD_000294,2023-09-19,SUP_013,PRD_0014,Industrial,South,112,156.04,6,6,6.65,413,22.8,6.44,61
ORD_000295,2023-01-21,SUP_004,PRD_0089,Industrial,East,130,2.54,20,21,5.37,226,50.4,10.2,58
ORD_000296,2023-02-16,SUP_012,PRD_0013,FMCG,South,243,197.76,19,18,2.37,950,4.9,12.29,30
ORD_000297,2023-05-29,SUP_006,PRD_0055,Electronics,North,33,3.92,14,16,1.11,1325,11.9,5.68,132
ORD_000298,2023-11-15,SUP_002,PRD_0048,FMCG,South,68,81.35,11,15,7.7,556,50.5,10.5,142
ORD_000299,2023-08-04,SUP_012,PRD_0093,Electronics,South,63,84.37,8,8,4.73,1165,41.3,3.13,117
ORD_000300,2023-07-03,SUP_015,PRD_0094,Apparel,West,259,24.36,3,7,3.29,94,5.7,10.0,23
ORD_000301,2023-12-27,SUP_010,PRD_0093,Pharma,South,183,104.78,19,21,5.51,1266,7.5,10.09,83
ORD_000302,2023-09-04,SUP_011,PRD_0050,Apparel,Central,37,4.31,14,15,7.47,1035,51.2,12.85,62
ORD_000303,2023-02-08,SUP_006,PRD_0036,Electronics,Central,124,111.0,18,18,3.03,481,6.6,6.94,166
ORD_000304,2023-08-18,SUP_008,PRD_0041,Electronics,West,19,22.32,5,9,3.3,1141,33.8,12.48,174
ORD_000305,2023-11-13,SUP_009,PRD_0027,Industrial,East,196,165.41,12,16,6.53,930,21.3,11.63,173
ORD_000306,2023-08-31,SUP_002,PRD_0013,Apparel,North,184,72.32,14,16,5.07,597,33.8,5.92,47
ORD_000307,2023-01-24,SUP_014,PRD_0092,Industrial,North,140,122.95,8,9,1.5,804,14.5,12.46,68
ORD_000308,2023-06-23,SUP_001,PRD_0082,Pharma,North,240,92.56,6,8,4.71,1032,9.8,7.73,155
ORD_000309,2023-01-25,SUP_014,PRD_0075,Industrial,Central,100,138.98,20,24,1.39,262,8.0,10.03,175
ORD_000310,2023-06-14,SUP_007,PRD_0078,Apparel,East,213,192.79,19,23,7.76,927,48.7,2.5,174
ORD_000311,2023-12-25,SUP_012,PRD_0071,FMCG,Central,121,41.78,19,19,4.99,595,41.8,13.86,53
ORD_000312,2023-12-30,SUP_012,PRD_0082,FMCG,North,190,113.33,8,9,4.66,1366,43.2,10.28,156
ORD_000313,2023-05-27,SUP_009,PRD_0014,Electronics,West,84,12.51,16,18,0.45,546,45.5,2.83,93
ORD_000314,2023-12-16,SUP_001,PRD_0089,FMCG,South,287,8.4,11,11,6.51,209,37.7,10.3,163
ORD_000315,2023-04-25,SUP_009,PRD_0090,FMCG,North,205,78.74,20,20,7.65,1403,20.1,8.51,23
ORD_000316,2023-05-09,SUP_013,PRD_0057,Apparel,East,289,148.21,9,10,1.57,1484,57.9,4.77,65
ORD_000317,2023-12-16,SUP_003,PRD_0095,Pharma,North,203,10.05,5,5,2.23,541,9.5,8.97,85
ORD_000318,2023-01-03,SUP_015,PRD_0020,Electronics,South,175,120.18,13,14,6.19,1280,37.7,10.1,145
ORD_000319,2023-10-21,SUP_013,PRD_0091,FMCG,Central,122,191.48,20,20,4.16,1034,11.2,8.37,123
ORD_000320,2023-02-17,SUP_004,PRD_0085,FMCG,East,194,60.13,14,14,7.6,1266,32.8,14.95,186
ORD_000321,2023-01-05,SUP_008,PRD_0031,Pharma,Central,134,191.86,6,8,5.46,657,24.1,12.04,49
ORD_000322,2023-07-17,SUP_005,PRD_0004,Pharma,East,273,160.96,11,12,3.56,89,19.2,9.95,102
ORD_000323,2023-09-21,SUP_003,PRD_0099,Pharma,Central,13,126.13,5,12,1.69,1289,46.9,13.04,128
ORD_000324,2023-02-23,SUP_012,PRD_0095,Industrial,North,88,6.7,9,10,5.73,77,7.1,1.29,84
ORD_000325,2023-10-13,SUP_004,PRD_0034,Industrial,West,240,126.78,5,6,3.46,34,24.6,2.22,21
ORD_000326,2023-11-25,SUP_010,PRD_0006,Electronics,East,267,23.01,5,7,6.3,617,37.2,4.58,132
ORD_000327,2023-07-15,SUP_001,PRD_0061,Apparel,Central,122,29.0,15,17,3.13,1117,19.1,9.69,96
ORD_000328,2023-12-13,SUP_001,PRD_0071,Pharma,South,73,10.27,14,21,4.58,807,33.2,14.23,98
ORD_000329,2023-04-18,SUP_015,PRD_0083,Pharma,South,92,38.43,14,14,4.94,517,13.3,3.13,165
ORD_000330,2023-01-28,SUP_009,PRD_0010,FMCG,North,138,21.44,20,21,5.8,997,57.2,5.68,191
ORD_000331,2023-12-02,SUP_010,PRD_0009,Apparel,East,258,91.23,10,9,4.93,626,42.2,2.71,165
ORD_000332,2023-07-06,SUP_003,PRD_0001,FMCG,South,123,143.02,13,20,5.13,566,50.7,2.45,104
ORD_000333,2023-09-03,SUP_013,PRD_0040,Industrial,Central,65,36.8,17,18,4.85,574,51.8,2.53,157
ORD_000334,2023-04-11,SUP_011,PRD_0010,Electronics,North,269,127.06,11,13,6.5,1185,25.5,9.06,29
ORD_000335,2023-10-10,SUP_009,PRD_0061,Apparel,East,210,46.21,11,12,6.18,595,9.8,7.77,43
ORD_000336,2023-07-23,SUP_011,PRD_0031,Pharma,South,273,29.79,14,15,1.27,1159,57.0,10.06,57
ORD_000337,2023-09-05,SUP_013,PRD_0063,Apparel,North,145,75.15,14,13,0.34,423,32.0,11.98,119
ORD_000338,2023-08-29,SUP_001,PRD_0084,FMCG,North,276,127.45,17,21,2.19,539,35.6,8.77,116
ORD_000339,2023-12-01,SUP_011,PRD_0010,Pharma,East,202,194.59,15,15,1.78,831,22.5,13.08,144
ORD_000340,2023-09-04,SUP_003,PRD_0057,Apparel,South,49,103.88,3,4,2.25,307,12.8,5.75,50
ORD_000341,2023-12-05,SUP_006,PRD_0093,Electronics,West,255,96.85,10,10,4.73,1325,50.3,0.83,31
ORD_000342,2023-03-07,SUP_003,PRD_0081,Pharma,North,85,13.07,21,22,2.07,368,32.0,6.38,164
ORD_000343,2023-11-23,SUP_012,PRD_0085,FMCG,North,120,90.94,3,7,7.94,986,11.9,12.54,173
ORD_000344,2023-03-15,SUP_003,PRD_0080,Pharma,East,95,145.39,21,23,2.74,928,36.6,1.5,116
ORD_000345,2023-07-17,SUP_004,PRD_0067,Pharma,West,86,121.89,7,6,1.42,1259,36.8,13.23,156
ORD_000346,2023-09-15,SUP_011,PRD_0017,Pharma,Central,10,179.6,6,5,6.2,1329,27.0,6.6,31
ORD_000347,2023-12-24,SUP_013,PRD_0062,Industrial,East,60,86.25,19,19,2.04,476,54.8,1.72,173
ORD_000348,2023-10-06,SUP_001,PRD_0091,Electronics,Central,277,25.33,16,16,0.06,1340,13.9,12.16,124
ORD_000349,2023-07-05,SUP_011,PRD_0075,FMCG,East,284,85.87,6,6,2.93,564,59.5,6.26,72
ORD_000350,2023-07-31,SUP_008,PRD_0023,FMCG,Central,294,97.78,20,22,7.91,1183,22.0,10.73,55
ORD_000351,2023-12-04,SUP_008,PRD_0090,Apparel,North,119,102.65,6,8,6.29,1127,37.6,10.43,33
ORD_000352,2023-03-24,SUP_001,PRD_0012,Apparel,West,232,19.45,15,22,2.1,759,6.6,1.05,118
ORD_000353,2023-07-25,SUP_010,PRD_0008,Apparel,West,234,4.12,19,19,6.8,1061,18.6,0.99,173
ORD_000354,2023-09-19,SUP_010,PRD_0022,Electronics,East,132,131.69,19,21,7.81,177,59.8,11.81,110
ORD_000355,2023-12-09,SUP_004,PRD_0067,Electronics,North,56,110.82,15,15,5.81,1145,55.1,5.55,90
ORD_000356,2023-04-26,SUP_007,PRD_0074,Electronics,East,99,82.61,9,10,0.85,148,31.2,5.43,49
ORD_000357,2023-09-20,SUP_014,PRD_0074,FMCG,West,203,113.51,11,15,6.16,695,57.8,7.15,137
ORD_000358,2023-10-28,SUP_005,PRD_0009,Industrial,South,127,160.43,3,4,3.3,723,32.0,0.64,87
ORD_000359,2023-05-08,SUP_011,PRD_0096,FMCG,North,293,186.42,12,11,3.81,724,14.7,8.82,66
ORD_000360,2023-12-16,SUP_004,PRD_0031,Apparel,East,115,47.38,9,10,6.68,1266,22.6,11.79,50
ORD_000361,2023-02-10,SUP_013,PRD_0070,Electronics,West,200,124.89,18,19,3.94,1176,52.4,7.62,150
ORD_000362,2023-05-24,SUP_010,PRD_0017,Electronics,Central,226,96.71,15,15,4.33,1029,22.1,12.98,64
ORD_000363,2023-08-23,SUP_008,PRD_0041,Electronics,North,117,77.13,6,8,0.81,740,37.5,4.27,160
ORD_000364,2023-05-15,SUP_010,PRD_0044,FMCG,South,265,85.94,10,10,3.35,762,23.2,6.31,135
ORD_000365,2023-04-03,SUP_010,PRD_0088,Apparel,North,148,161.21,21,21,4.44,780,13.4,12.1,58
ORD_000366,2023-08-31,SUP_008,PRD_0018,Pharma,Central,171,157.5,3,3,2.4,1151,51.8,1.19,45
ORD_000367,2023-12-20,SUP_014,PRD_0033,Industrial,North,240,149.43,8,7,2.08,737,34.5,14.01,85
ORD_000368,2023-06-26,SUP_006,PRD_0087,Pharma,South,285,36.56,3,3,6.24,727,20.9,7.9,134
ORD_000369,2023-02-10,SUP_008,PRD_0081,Apparel,South,182,85.52,15,16,4.9,828,51.2,1.53,61
ORD_000370,2023-06-25,SUP_011,PRD_0038,FMCG,Central,212,55.71,10,10,3.56,743,45.4,8.05,135
ORD_000371,2023-07-31,SUP_001,PRD_0017,Apparel,East,50,43.69,8,8,3.18,195,5.7,13.24,160
ORD_000372,2023-01-28,SUP_009,PRD_0098,Electronics,North,144,124.38,3,5,0.67,798,19.9,4.09,92
ORD_000373,2023-08-15,SUP_014,PRD_0022,Electronics,North,192,172.35,7,7,2.6,975,29.1,13.13,89
ORD_000374,2023-10-08,SUP_012,PRD_0070,Apparel,Central,243,126.95,17,17,5.09,1155,27.2,9.78,156
ORD_000375,2023-06-08,SUP_004,PRD_0012,Industrial,East,197,83.62,14,15,1.25,21,2.0,12.32,54
ORD_000376,2023-06-26,SUP_001,PRD_0089,Industrial,West,163,3.81,12,13,3.44,599,36.6,12.05,160
ORD_000377,2023-07-11,SUP_009,PRD_0056,Industrial,South,93,143.56,9,9,5.17,774,14.8,1.65,180
ORD_000378,2023-05-03,SUP_015,PRD_0079,FMCG,East,282,162.14,19,21,3.3,140,12.6,4.7,183
ORD_000379,2023-08-22,SUP_010,PRD_0063,Apparel,East,19,32.13,17,17,7.76,45,12.8,1.98,88
ORD_000380,2023-03-06,SUP_004,PRD_0012,Apparel,North,262,45.0,17,19,3.36,1020,59.9,7.22,28
ORD_000381,2023-06-19,SUP_003,PRD_0008,FMCG,West,46,109.55,5,9,1.45,512,49.4,12.51,51
ORD_000382,2024-01-01,SUP_008,PRD_0032,Electronics,South,245,147.59,10,10,0.75,1363,59.0,7.36,194
ORD_000383,2023-06-09,SUP_012,PRD_0006,Pharma,Central,72,52.16,13,13,5.11,406,22.9,1.26,190
ORD_000384,2023-04-22,SUP_007,PRD_0042,Electronics,South,151,117.77,6,6,3.17,497,2.5,1.11,196
ORD_000385,2023-09-01,SUP_002,PRD_0032,Apparel,West,56,137.82,7,7,2.71,1280,5.5,5.66,59
ORD_000386,2023-12-26,SUP_003,PRD_0063,Apparel,East,295,158.14,20,22,6.05,898,44.5,0.81,116
ORD_000387,2023-07-03,SUP_001,PRD_0063,Industrial,Central,160,109.46,7,7,3.92,1160,12.8,5.54,139
ORD_000388,2023-05-21,SUP_009,PRD_0020,Industrial,East,144,109.24,20,20,3.63,1306,31.3,11.14,24
ORD_000389,2023-11-14,SUP_004,PRD_0042,Electronics,Central,208,39.59,14,16,5.47,1129,10.9,4.61,124
ORD_000390,2023-11-25,SUP_009,PRD_0085,Electronics,North,76,37.37,13,12,0.25,219,30.2,1.93,166
ORD_000391,2023-11-25,SUP_009,PRD_0080,Pharma,East,35,74.54,15,16,4.85,145,2.8,13.86,187
ORD_000392,2023-09-09,SUP_011,PRD_0008,FMCG,Central,222,164.76,5,6,6.35,119,49.8,4.35,30
ORD_000393,2023-02-06,SUP_004,PRD_0067,Electronics,North,128,107.27,12,11,1.52,1077,40.1,8.77,65
ORD_000394,2023-10-13,SUP_002,PRD_0099,Pharma,East,244,141.1,20,20,3.42,213,11.7,3.12,122
ORD_000395,2023-09-16,SUP_009,PRD_0077,Industrial,East,171,110.92,13,14,7.97,761,25.9,9.68,102
ORD_000396,2023-11-08,SUP_004,PRD_0049,Pharma,East,194,192.41,10,11,3.58,813,2.0,1.0,92
ORD_000397,2023-11-02,SUP_015,PRD_0039,Electronics,East,123,44.53,3,4,2.52,1412,49.7,13.83,150
ORD_000398,2023-10-12,SUP_003,PRD_0013,Electronics,West,192,32.91,21,25,2.12,1192,16.5,4.22,96
ORD_000399,2023-02-17,SUP_015,PRD_0028,Electronics,East,257,36.23,21,21,6.61,1412,42.8,12.38,44
ORD_000400,2023-11-01,SUP_013,PRD_0074,Industrial,North,38,184.53,12,11,2.68,889,26.2,13.08,78
ORD_000401,2023-12-01,SUP_011,PRD_0049,Electronics,East,278,10.15,3,4,4.32,306,21.0,10.62,59
ORD_000402,2023-01-26,SUP_013,PRD_0077,Pharma,Central,56,45.97,15,22,2.32,807,10.6,5.37,141
ORD_000403,2023-10-20,SUP_005,PRD_0011,Industrial,Central,232,155.22,4,5,1.04,276,29.9,3.37,121
ORD_000404,2023-11-30,SUP_010,PRD_0095,Pharma,South,134,16.19,21,21,6.21,662,41.7,8.85,48
ORD_000405,2023-12-10,SUP_006,PRD_0025,FMCG,East,22,154.4,16,16,1.35,716,37.7,14.86,133
ORD_000406,2023-11-16,SUP_015,PRD_0030,Apparel,East,89,152.03,7,7,6.82,230,44.9,4.02,178
ORD_000407,2023-03-17,SUP_012,PRD_0015,FMCG,West,251,6.5,12,11,1.67,1101,14.3,8.42,86
ORD_000408,2023-10-08,SUP_003,PRD_0089,Electronics,West,279,10.61,18,19,1.36,581,13.6,10.6,89
ORD_000409,2023-01-28,SUP_001,PRD_0009,Industrial,East,194,173.13,17,18,0.15,1329,24.4,14.71,150
ORD_000410,2023-12-30,SUP_008,PRD_0077,Pharma,North,105,41.38,6,10,7.73,1148,55.7,0.81,83
ORD_000411,2023-09-29,SUP_007,PRD_0096,Apparel,North,187,137.49,12,12,2.84,619,15.7,14.68,148
ORD_000412,2023-05-22,SUP_015,PRD_0050,Electronics,Central,153,46.67,4,5,2.73,804,40.1,1.77,117
ORD_000413,2023-09-24,SUP_010,PRD_0020,Industrial,East,178,90.94,10,10,1.05,1336,10.0,8.35,71
ORD_000414,2023-03-12,SUP_015,PRD_0068,Apparel,West,84,131.93,12,14,4.52,323,20.4,8.58,50
ORD_000415,2023-04-05,SUP_003,PRD_0094,Electronics,East,221,192.32,13,17,2.43,1304,56.1,4.47,68
ORD_000416,2023-02-24,SUP_013,PRD_0079,Pharma,East,300,123.25,7,7,4.77,472,41.9,5.71,196
ORD_000417,2023-09-02,SUP_010,PRD_0061,FMCG,South,208,99.31,7,8,1.1,395,15.1,6.42,23
ORD_000418,2023-05-19,SUP_011,PRD_0026,Apparel,North,100,185.57,16,16,7.89,1263,30.4,5.21,137
ORD_000419,2023-05-07,SUP_001,PRD_0078,Industrial,East,211,123.08,16,16,5.94,1216,33.1,9.8,200
ORD_000420,2023-01-20,SUP_008,PRD_0006,Apparel,Central,285,80.33,19,18,5.88,1142,24.5,11.59,32
ORD_000421,2023-04-08,SUP_015,PRD_0039,FMCG,West,95,85.65,12,12,4.91,111,42.0,13.6,138
ORD_000422,2023-11-27,SUP_009,PRD_0015,Apparel,Central,289,28.79,17,16,3.31,923,3.4,7.08,71
ORD_000423,2023-08-21,SUP_012,PRD_0084,Apparel,North,56,24.6,5,5,3.6,743,6.9,10.76,150
ORD_000424,2023-11-10,SUP_007,PRD_0006,Apparel,East,299,174.52,8,8,6.9,332,52.4,3.09,33
ORD_000425,2023-08-03,SUP_013,PRD_0058,FMCG,South,70,179.91,12,12,7.68,7,38.1,4.17,137
ORD_000426,2023-09-12,SUP_001,PRD_0078,Industrial,South,121,118.59,18,19,3.81,839,27.6,9.22,21
ORD_000427,2023-05-06,SUP_011,PRD_0072,Apparel,North,104,31.35,20,20,5.23,75,10.4,0.97,167
ORD_000428,2023-11-05,SUP_002,PRD_0007,Electronics,West,101,33.94,12,12,2.28,1353,42.1,9.13,163
ORD_000429,2023-04-01,SUP_006,PRD_0005,Electronics,East,175,74.98,17,19,3.03,138,46.0,12.73,36
ORD_000430,2023-05-30,SUP_012,PRD_0036,FMCG,Central,221,105.88,18,18,5.57,1253,5.4,8.78,181
ORD_000431,2023-09-28,SUP_012,PRD_0078,FMCG,West,172,53.41,5,6,4.6,1276,22.5,2.38,164
ORD_000432,2023-09-12,SUP_008,PRD_0064,Apparel,Central,129,142.3,19,21,7.83,3,8.9,7.24,50
ORD_000433,2023-04-17,SUP_006,PRD_0045,Pharma,South,15,128.84,16,16,5.52,521,47.8,4.96,149
ORD_000434,2023-10-09,SUP_002,PRD_0088,FMCG,East,212,145.43,13,15,4.93,59,50.3,3.31,106
ORD_000435,2023-12-11,SUP_013,PRD_0005,Apparel,West,89,126.19,18,22,7.14,1099,54.0,7.21,125
ORD_000436,2023-01-29,SUP_012,PRD_0087,FMCG,Central,284,5.71,19,19,4.62,679,48.4,13.38,110
ORD_000437,2023-02-03,SUP_001,PRD_0044,Industrial,Central,94,115.05,7,7,3.12,1218,8.8,11.84,98
ORD_000438,2023-12-28,SUP_005,PRD_0053,Electronics,West,131,75.57,13,15,6.64,619,14.5,4.88,48
ORD_000439,2023-07-11,SUP_015,PRD_0012,Industrial,Central,22,160.21,4,6,7.24,315,13.0,13.89,154
ORD_000440,2023-06-08,SUP_014,PRD_0013,Pharma,South,115,145.46,13,13,3.67,1461,52.2,2.18,99
ORD_000441,2023-01-23,SUP_015,PRD_0006,Electronics,Central,169,6.45,5,5,6.07,1308,53.7,5.15,69
ORD_000442,2023-05-27,SUP_013,PRD_0057,Electronics,East,86,33.18,11,12,0.92,1275,34.5,1.98,158
ORD_000443,2023-06-29,SUP_003,PRD_0091,FMCG,Central,135,35.91,20,20,2.49,693,33.4,1.24,27
ORD_000444,2023-08-30,SUP_001,PRD_0012,Industrial,West,101,141.53,4,3,7.13,1289,50.5,10.64,177
ORD_000445,2023-07-02,SUP_004,PRD_0092,Pharma,North,248,114.42,12,12,0.74,1430,29.2,7.11,195
ORD_000446,2023-11-26,SUP_004,PRD_0019,Pharma,East,196,79.63,17,18,5.6,1362,21.2,12.98,103
ORD_000447,2023-08-21,SUP_008,PRD_0015,FMCG,West,246,169.46,18,17,2.26,713,37.1,2.35,46
ORD_000448,2023-07-27,SUP_011,PRD_0010,FMCG,Central,246,81.36,6,6,3.31,1271,16.1,2.81,143
ORD_000449,2023-07-16,SUP_014,PRD_0089,Pharma,West,232,114.31,5,5,2.74,1421,15.7,10.11,39
ORD_000450,2023-12-31,SUP_002,PRD_0076,Pharma,West,176,111.91,21,25,6.58,360,19.9,6.38,173
ORD_000451,2023-02-25,SUP_011,PRD_0085,Electronics,North,121,163.77,15,15,7.1,1302,49.0,11.48,189
ORD_000452,2023-03-18,SUP_007,PRD_0079,Pharma,West,110,42.72,17,18,7.02,613,35.1,13.74,97
ORD_000453,2023-08-11,SUP_010,PRD_0002,Pharma,Central,216,169.83,14,21,6.82,127,23.4,8.46,33
ORD_000454,2023-01-01,SUP_006,PRD_0015,FMCG,North,130,87.48,20,22,4.72,1280,20.5,6.05,117
ORD_000455,2023-08-11,SUP_003,PRD_0061,Apparel,South,294,78.15,20,20,7.4,854,10.9,14.96,191
ORD_000456,2023-03-06,SUP_011,PRD_0003,Apparel,West,233,195.05,7,6,1.09,281,39.3,6.53,136
